v2_line,v2_queue,stage,family,v2_dup2,contract_path,group_key,catalog_nodekey_v2,catalog_nodekey_parsed,queue_in_registry
1740,enrich:ai:contact-parse,E1,ai-enrichment,no,docs/CognitiveBrain/contracts/neurons/E1/enrich--ai--contact-parse.md,E1|enrich--ai--contact-parse,,,no
1762,enrich:ai:industry-classify,E1,ai-enrichment,no,docs/CognitiveBrain/contracts/neurons/E1/enrich--ai--industry-classify.md,E1|enrich--ai--industry-classify,,,no
1784,enrich:ai:text-structure,E1,ai-enrichment,no,docs/CognitiveBrain/contracts/neurons/E1/enrich--ai--text-structure.md,E1|enrich--ai--text-structure,,,no
1806,bronze:dedup:hash-checker,E1,bronze-dedup,no,docs/CognitiveBrain/contracts/neurons/E1/bronze--dedup--hash-checker.md,E1|bronze--dedup--hash-checker,,,no
1828,silver:dedup:entity-resolve,E1,dedup,no,docs/CognitiveBrain/contracts/neurons/E1/silver--dedup--entity-resolve.md,E1|silver--dedup--entity-resolve,,,no
1850,silver:dedup:fuzzy-match,E1,dedup,no,docs/CognitiveBrain/contracts/neurons/E1/silver--dedup--fuzzy-match.md,E1|silver--dedup--fuzzy-match,,,no
1872,enrich:anaf:address,E1,enrichment,no,docs/CognitiveBrain/contracts/neurons/E1/enrich--anaf--address.md,E1|enrich--anaf--address,,,no
1894,enrich:anaf:caen,E1,enrichment,no,docs/CognitiveBrain/contracts/neurons/E1/enrich--anaf--caen.md,E1|enrich--anaf--caen,e1:enrich:anaf-caen,e1:enrich:anaf-caen,yes
1919,enrich:anaf:efactura,E1,enrichment,no,docs/CognitiveBrain/contracts/neurons/E1/enrich--anaf--efactura.md,E1|enrich--anaf--efactura,e1:enrich:anaf-efactura,e1:enrich:anaf-efactura,yes
1944,enrich:anaf:fiscal-status,E1,enrichment,no,docs/CognitiveBrain/contracts/neurons/E1/enrich--anaf--fiscal-status.md,E1|enrich--anaf--fiscal-status,e1:enrich:anaf-fiscal,e1:enrich:anaf-fiscal,yes
1969,enrich:anaf:tva-status,E1,enrichment,no,docs/CognitiveBrain/contracts/neurons/E1/enrich--anaf--tva-status.md,E1|enrich--anaf--tva-status,e1:enrich:anaf-tva,e1:enrich:anaf-tva,yes
1994,enrich:anif:ouai-lookup,E1,enrichment,no,docs/CognitiveBrain/contracts/neurons/E1/enrich--anif--ouai-lookup.md,E1|enrich--anif--ouai-lookup,,e1:agri:ouai,no
2016,enrich:apia:farmer-lookup,E1,enrichment,no,docs/CognitiveBrain/contracts/neurons/E1/enrich--apia--farmer-lookup.md,E1|enrich--apia--farmer-lookup,,e1:agri:apia,no
2038,enrich:apia:subsidies,E1,enrichment,no,docs/CognitiveBrain/contracts/neurons/E1/enrich--apia--subsidies.md,E1|enrich--apia--subsidies,,e1:agri:apia,no
2060,enrich:email:discovery,E1,enrichment,no,docs/CognitiveBrain/contracts/neurons/E1/enrich--email--discovery.md,E1|enrich--email--discovery,,e1:discover:email-hunter,no
2082,enrich:email:mx-check,E1,enrichment,no,docs/CognitiveBrain/contracts/neurons/E1/enrich--email--mx-check.md,E1|enrich--email--mx-check,,e1:discover:email-hunter-verify;e1:discover:email-zerobounce,no
2104,enrich:email:provider-detect,E1,enrichment,no,docs/CognitiveBrain/contracts/neurons/E1/enrich--email--provider-detect.md,E1|enrich--email--provider-detect,,e1:discover:email-hunter-verify;e1:discover:email-zerobounce,no
2126,enrich:email:role-check,E1,enrichment,no,docs/CognitiveBrain/contracts/neurons/E1/enrich--email--role-check.md,E1|enrich--email--role-check,,e1:discover:email-hunter-verify,no
2148,enrich:email:smtp-verify,E1,enrichment,no,docs/CognitiveBrain/contracts/neurons/E1/enrich--email--smtp-verify.md,E1|enrich--email--smtp-verify,,e1:discover:email-hunter-verify,no
2170,enrich:geo:geocode,E1,enrichment,no,docs/CognitiveBrain/contracts/neurons/E1/enrich--geo--geocode.md,E1|enrich--geo--geocode,,e1:geo:geocode-nominatim,no
2192,enrich:geo:siruta-lookup,E1,enrichment,no,docs/CognitiveBrain/contracts/neurons/E1/enrich--geo--siruta-lookup.md,E1|enrich--geo--siruta-lookup,,,no
2214,enrich:madr:cooperative,E1,enrichment,no,docs/CognitiveBrain/contracts/neurons/E1/enrich--madr--cooperative.md,E1|enrich--madr--cooperative,,e1:agri:cooperative,no
2236,enrich:madr:producer-groups,E1,enrichment,no,docs/CognitiveBrain/contracts/neurons/E1/enrich--madr--producer-groups.md,E1|enrich--madr--producer-groups,,e1:agri:cooperative;e5:association:madr-scrape,no
2258,enrich:onrc:capital,E1,enrichment,no,docs/CognitiveBrain/contracts/neurons/E1/enrich--onrc--capital.md,E1|enrich--onrc--capital,,e1:enrich:onrc-data,no
2280,enrich:onrc:registration,E1,enrichment,no,docs/CognitiveBrain/contracts/neurons/E1/enrich--onrc--registration.md,E1|enrich--onrc--registration,,e1:enrich:onrc-data,no
2302,enrich:phone:carrier-detect,E1,enrichment,no,docs/CognitiveBrain/contracts/neurons/E1/enrich--phone--carrier-detect.md,E1|enrich--phone--carrier-detect,,e1:enrich:phone-carrier,no
2324,enrich:phone:hlr-lookup,E1,enrichment,no,docs/CognitiveBrain/contracts/neurons/E1/enrich--phone--hlr-lookup.md,E1|enrich--phone--hlr-lookup,,e1:enrich:phone-hlr,no
2346,enrich:phone:type-detect,E1,enrichment,no,docs/CognitiveBrain/contracts/neurons/E1/enrich--phone--type-detect.md,E1|enrich--phone--type-detect,,e1:enrich:phone-carrier;e1:enrich:phone-hlr,no
2368,enrich:phone:whatsapp-check,E1,enrichment,no,docs/CognitiveBrain/contracts/neurons/E1/enrich--phone--whatsapp-check.md,E1|enrich--phone--whatsapp-check,,,no
2390,enrich:termene:anaf-debts,E1,enrichment,no,docs/CognitiveBrain/contracts/neurons/E1/enrich--termene--anaf-debts.md,E1|enrich--termene--anaf-debts,,e1:enrich:anaf-full-fetch,no
2412,enrich:termene:balance-sheet,E1,enrichment,no,docs/CognitiveBrain/contracts/neurons/E1/enrich--termene--balance-sheet.md,E1|enrich--termene--balance-sheet,,e1:enrich:termene-balance,no
2434,enrich:termene:company-base,E1,enrichment,no,docs/CognitiveBrain/contracts/neurons/E1/enrich--termene--company-base.md,E1|enrich--termene--company-base,,,no
2456,enrich:termene:court-cases,E1,enrichment,no,docs/CognitiveBrain/contracts/neurons/E1/enrich--termene--court-cases.md,E1|enrich--termene--court-cases,,e1:enrich:termene-dosare,no
2478,enrich:termene:financials,E1,enrichment,no,docs/CognitiveBrain/contracts/neurons/E1/enrich--termene--financials.md,E1|enrich--termene--financials,,e1:enrich:termene-balance,no
2500,enrich:termene:insolvency,E1,enrichment,no,docs/CognitiveBrain/contracts/neurons/E1/enrich--termene--insolvency.md,E1|enrich--termene--insolvency,,e1:enrich:termene-dosare;e1:enrich:anaf-full-fetch,no
2522,enrich:termene:risk-score,E1,enrichment,no,docs/CognitiveBrain/contracts/neurons/E1/enrich--termene--risk-score.md,E1|enrich--termene--risk-score,,e1:enrich:termene-risk,no
2544,enrich:termene:shareholders,E1,enrichment,no,docs/CognitiveBrain/contracts/neurons/E1/enrich--termene--shareholders.md,E1|enrich--termene--shareholders,,e1:enrich:termene-actionari,no
2566,enrich:web:contact-extract,E1,enrichment,no,docs/CognitiveBrain/contracts/neurons/E1/enrich--web--contact-extract.md,E1|enrich--web--contact-extract,,e1:scrape:website-contact,no
2588,enrich:web:fetch,E1,enrichment,no,docs/CognitiveBrain/contracts/neurons/E1/enrich--web--fetch.md,E1|enrich--web--fetch,,e1:scrape:website-finder;e1:scrape:website-contact,no
2610,enrich:web:meta-extract,E1,enrichment,no,docs/CognitiveBrain/contracts/neurons/E1/enrich--web--meta-extract.md,E1|enrich--web--meta-extract,,,no
2632,enrich:web:social-links,E1,enrichment,no,docs/CognitiveBrain/contracts/neurons/E1/enrich--web--social-links.md,E1|enrich--web--social-links,,,no
2654,enrich:web:tech-detect,E1,enrichment,no,docs/CognitiveBrain/contracts/neurons/E1/enrich--web--tech-detect.md,E1|enrich--web--tech-detect,,,no
2676,pipeline:approval:pending,E1,hitl,no,docs/CognitiveBrain/contracts/neurons/E1/pipeline--approval--pending.md,E1|pipeline--approval--pending,,e1:hitl:escalate;e1:hitl:resume,no
2698,bronze:ingest:csv-parser,E1,ingest,no,docs/CognitiveBrain/contracts/neurons/E1/bronze--ingest--csv-parser.md,E1|bronze--ingest--csv-parser,e1:ingest:csv,e1:ingest:csv,yes
2720,bronze:ingest:html-scraper,E1,ingest,no,docs/CognitiveBrain/contracts/neurons/E1/bronze--ingest--html-scraper.md,E1|bronze--ingest--html-scraper,,e1:scrape:website-finder;e1:scrape:website-contact,no
2742,bronze:ingest:json-parser,E1,ingest,no,docs/CognitiveBrain/contracts/neurons/E1/bronze--ingest--json-parser.md,E1|bronze--ingest--json-parser,e1:ingest:webhook,e1:ingest:webhook,yes
2764,bronze:ingest:pdf-extractor,E1,ingest,no,docs/CognitiveBrain/contracts/neurons/E1/bronze--ingest--pdf-extractor.md,E1|bronze--ingest--pdf-extractor,,,no
2786,silver:merge:company,E1,merge,no,docs/CognitiveBrain/contracts/neurons/E1/silver--merge--company.md,E1|silver--merge--company,,e1:pipeline:promote-bronze-silver;e1:ai:merge-infraq,no
2808,silver:merge:contact,E1,merge,no,docs/CognitiveBrain/contracts/neurons/E1/silver--merge--contact.md,E1|silver--merge--contact,,e1:pipeline:promote-bronze-silver,no
2830,pipeline:monitor:health,E1,monitor,no,docs/CognitiveBrain/contracts/neurons/E1/pipeline--monitor--health.md,E1|pipeline--monitor--health,,e1:pipeline:monitor,yes
2852,pipeline:monitor:rate-sync,E1,monitor,no,docs/CognitiveBrain/contracts/neurons/E1/pipeline--monitor--rate-sync.md,E1|pipeline--monitor--rate-sync,,e1:pipeline:monitor,yes
2874,silver:norm:address,E1,normalize,no,docs/CognitiveBrain/contracts/neurons/E1/silver--norm--address.md,E1|silver--norm--address,,e1:normalize:address,yes
2896,silver:norm:company-name,E1,normalize,no,docs/CognitiveBrain/contracts/neurons/E1/silver--norm--company-name.md,E1|silver--norm--company-name,,e1:normalize:name,yes
2918,silver:norm:email,E1,normalize,no,docs/CognitiveBrain/contracts/neurons/E1/silver--norm--email.md,E1|silver--norm--email,,e1:normalize:email,yes
2940,silver:norm:phone-e164,E1,normalize,no,docs/CognitiveBrain/contracts/neurons/E1/silver--norm--phone-e164.md,E1|silver--norm--phone-e164,,e1:normalize:phone;e1:enrich:phone-normalize,yes
2962,pipeline:orchestrator:advance,E1,orchestrator,no,docs/CognitiveBrain/contracts/neurons/E1/pipeline--orchestrator--advance.md,E1|pipeline--orchestrator--advance,,e1:pipeline:orchestrate,yes
2984,pipeline:orchestrator:start,E1,orchestrator,no,docs/CognitiveBrain/contracts/neurons/E1/pipeline--orchestrator--start.md,E1|pipeline--orchestrator--start,,e1:pipeline:orchestrate,yes
3006,silver:quality:completeness,E1,quality,no,docs/CognitiveBrain/contracts/neurons/E1/silver--quality--completeness.md,E1|silver--quality--completeness,,e1:score:completeness,yes
3028,silver:quality:tier-assign,E1,quality,no,docs/CognitiveBrain/contracts/neurons/E1/silver--quality--tier-assign.md,E1|silver--quality--tier-assign,,e1:aggregate:quality-rollup,yes
3050,silver:quality:validation-sum,E1,quality,no,docs/CognitiveBrain/contracts/neurons/E1/silver--quality--validation-sum.md,E1|silver--quality--validation-sum,,e1:aggregate:quality-rollup,yes
3072,ai:intent:classify,E2,ai-analysis,no,docs/CognitiveBrain/contracts/neurons/E2/ai--intent--classify.md,E2|ai--intent--classify,e2:ai:intent-classify,e2:ai:intent-classify;e3:intent:classify,yes
3097,ai:response:generate,E3,ai-analysis,no,docs/CognitiveBrain/contracts/neurons/E3/ai--response--generate.md,E3|ai--response--generate,e3:ai:response-generate,e3:ai:response-generate;e2:ai:response-generate;ai:e3:response:generate,yes
3122,ai:sentiment:analyze,E2,ai-analysis,no,docs/CognitiveBrain/contracts/neurons/E2/ai--sentiment--analyze.md,E2|ai--sentiment--analyze,e2:ai:sentiment-analyze,e2:ai:sentiment-analyze,yes
3147,email:cold:add-to-campaign,E2,email-cold,no,docs/CognitiveBrain/contracts/neurons/E2/email--cold--add-to-campaign.md,E2|email--cold--add-to-campaign,e2:email:cold-send,e2:email:cold-send;q:email:cold,yes
3169,email:cold:analytics:fetch,E2,email-cold,no,docs/CognitiveBrain/contracts/neurons/E2/email--cold--analytics--fetch.md,E2|email--cold--analytics--fetch,e2:email:cold-analytics,e2:email:cold-analytics;email:cold:analytics:fetch,yes
3194,email:cold:campaign:create,E2,email-cold,no,docs/CognitiveBrain/contracts/neurons/E2/email--cold--campaign--create.md,E2|email--cold--campaign--create,e2:email:cold-campaign-create,e2:email:cold-campaign-create;email:cold:campaign:create,yes
3219,email:cold:campaign:pause,E2,email-cold,no,docs/CognitiveBrain/contracts/neurons/E2/email--cold--campaign--pause.md,E2|email--cold--campaign--pause,e2:email:cold-campaign-pause,e2:email:cold-campaign-pause;email:cold:campaign:pause,yes
3244,email:cold:lead:status,E2,email-cold,no,docs/CognitiveBrain/contracts/neurons/E2/email--cold--lead--status.md,E2|email--cold--lead--status,e2:email:cold-lead-status,e2:email:cold-lead-status;email:cold:lead:status,yes
3269,q:email:cold,E2,email-cold,no,docs/CognitiveBrain/contracts/neurons/E2/q--email--cold.md,E2|q--email--cold,e2:email:cold-send,e2:email:cold-send;q:email:cold,yes
3294,q:email:warm,E2,email-cold,no,docs/CognitiveBrain/contracts/neurons/E2/q--email--warm.md,E2|q--email--warm,e2:email:warm-send,e2:email:warm-send;q:email:warm,yes
3319,email:warm:document,E2,email-warm,no,docs/CognitiveBrain/contracts/neurons/E2/email--warm--document.md,E2|email--warm--document,e2:email:warm-document,e2:email:warm-document,yes
3344,email:warm:proforma,E2,email-warm,no,docs/CognitiveBrain/contracts/neurons/E2/email--warm--proforma.md,E2|email--warm--proforma,e2:email:warm-proforma,e2:email:warm-proforma,yes
3369,email:warm:send,E2,email-warm,no,docs/CognitiveBrain/contracts/neurons/E2/email--warm--send.md,E2|email--warm--send,e2:email:warm-send,e2:email:warm-send;q:email:warm,no
3391,human:approve:message,E2,human,no,docs/CognitiveBrain/contracts/neurons/E2/human--approve--message.md,E2|human--approve--message,e2:human:approve-message,e2:human:approve-message,yes
3416,human:review:queue,E2,human,no,docs/CognitiveBrain/contracts/neurons/E2/human--review--queue.md,E2|human--review--queue,e2:human:review-queue,e2:human:review-queue,yes
3441,human:takeover:complete,E2,human,no,docs/CognitiveBrain/contracts/neurons/E2/human--takeover--complete.md,E2|human--takeover--complete,e2:human:takeover-complete,e2:human:takeover-complete,yes
3466,human:takeover:initiate,E2,human,no,docs/CognitiveBrain/contracts/neurons/E2/human--takeover--initiate.md,E2|human--takeover--initiate,e2:human:takeover-initiate,e2:human:takeover-initiate,yes
